South Carolina,2006,362886,457237,2759373,18,76,179,50.189,165.344,64.766,53,267,1370,145.298,583.308,496.456
South Dakota,2006,66722,91328,484977,5,21,36,69.027,227.206,74.122,12,66,292,187.071,721.211,602.754
Tennessee,2006,496587,620435,3921118,27,112,238,55.037,180.016,60.784,67,323,1654,135.564,520.139,421.836
Texas,2006,2105817,2699382,13969152,105,398,856,50.082,147.32,61.278,311,1565,7079,147.784,579.668,506.78
Utah,2006,243193,370864,1398474,11,47,74,43.256,127.475,52.929,24,131,463,98.515,353.614,330.841
Vermont,2006,50946,68687,415768,3,15,27,59.708,213.532,64.2,11,49,262,213.506,712.18,631.237
Virginia,2006,617354,798995,4833297,30,142,288,48.824,177.788,59.649,98,520,2686,159.327,651.29,555.789
Washington,2006,534929,672222,4127451,30,116,260,56.829,172.867,63.044,96,434,2379,179.041,645.1,576.374
West Virginia,2006,136317,181656,1221268,6,30,60,45.712,166.562,48.721,21,100,449,151.423,547.924,367.768
Wisconsin,2006,467728,619449,3562535,30,144,260,64.407,232.38,72.9,92,449,2322,195.825,724.08,651.813
